country,year_of_discovery,find_spot_id,find_spot_name,total_number_of_coins,terminal_year_earliest,terminal_year_latest,lat,long,summary,disposition
Germany,1894,17079,KÖLN - APOSTELNKLOSTER,10,324,330,50.936029034703,6.9438930736583,"In 1894 building remains were discovered during excavation works for a newly constructed building, which lay under a thick layer of fire and building debris. In the alcove of a room coins were found in a chest or in a locker next to many pots. 8-10 specimens belong to the finding, the latest from the period around 350.",NA
France,1890,7084,ATHIES-SOUS-LAON,111,309,309,49.575,3.69,"The hoard comprised 111 nummi from Diocletian to Constantine I and Licinius I with a tpq of AD 309. All coins came from the mints of Trier or London but unfortunately, TAF does not elaborate on the mint distribution by emperor.",NA
UK,1982,14780,BANCROFT ROMAN VILLA 1982,29,388,402,52.052331,-0.80557651,"Within circular st1 Late Roman shrine in layer of brown sandy loam were 8 coins, 2 fibulae & a penannular brooch, though these were earlier in date. Curated? Immediately above the building in the topsoil, controlled metal detecting in 1982 recovered a further 9 coins, 7 iron spearheads & 3 iron sockets, & pottery. Some/all of these finds may be additional items from hoard in pit, dispersed slightly by medieval/early modern ploughing.",NA
Denmark,2013,20015,EGHOEJ,14,140,161,55.633531,11.871495,Denarius hoard consisting of 14 denarii found with metal detectoring. Galba to Antoninus Pius.,NA
Italy,1912,9658,"POMPEII IX, 11, 2, 2F",6,22,30,40.751,14.49,"3 imperial AE (Tiberius) and 3 uncertain imperial As found in regio IX, insula 11, dolium of the counter of building 2 (thermopolium).",NA
Bulgaria,1953,10277,DRYANOVETS,557,249,251,43.597,26.377,"(+630: 30 aurei, +600 denarii and antoniniani) 557 coins: 18 aurei, 31 denarii, 508 antoniniani: Septimius Severus - Trajan Decius (AD 249-251).","History Museum, Razgrad, Bulgaria; inv.no. IF, hoard 15"
Germany,1899,17061,KÖLN - ST. MARIA IM KAPITOL VII,5,324,330,50.934611178385,6.9583664947414,"In the inventory from 1899 5 coins are situated with the find location of Cologne, which based on their type might belong to the hoard.","Rheinisches Landesmuseum, Mainz, Germany (inv. nos. 12961-12965)"
UK,1996,15167,FRESHWATER BAY,19,-60,-20,50.663685,-1.5203045,"A number of rare and unusual Iron Age coins, including a variety of continental types, have been recorded from 2 fields near Freshwater Bay. Possibly several distinct deposits, rather than a dispersed hoard?",Isle of Wight Heritage Service (part)
Italy,1892,6146,ROME 1892 - AVENTINE HILL,300,161,169,41.883656,12.478646,"A hoard of 3-400 aurei. 42 coins were recovered. They are all issues of Lucius Verus, 3 types (Coh. 157, 247, 248).","Royal Coin Room, Amsterdam, Netherlands (3 coins since 1894); 1 coin in Berlin"
UK,1973,14714,KINGSCOTE III,26,330,335,51.65343,-2.2904928,"A second small coin hoard (Hoard S) of 26 coins recovered from under cobbling at E end of Building 1, Site 1.",NA
Germany,1978,17217,HAMBACH,98,274,300,50.89903,6.44452,"98 imitations of antoniniani of Tetricus I, found in a Roman villa (HA 56) where remains of a workshop producing imitation coins were also found.",NA
France,1926,3632,COMPIÈGNE 1926,218,269,271,49.418,2.826,The hoard comprised a grey-blue ceramic vessel containing 217 antoniniani (radiates) from Trebonianus Gallus to Victorinus. Hobbs estimates a silver w8 of 66 g to 270.3g.,Mr. Desprez
UK,1824,1779,LLANGYNOG,2,269,271,52.816,-3.4497,2 radiates (Gallienus and Victorinus) found along with a gold ring beneath a st1 in the valley side around Blaen-cwm-Pennant near Llangynog. No other information is available.,Unknown
Spain,1900,17771,HINOJOSA DEL DUQUE,31,381,383,38.497058633732,-5.1457076237178,"31 coins: 2 antoniniani (radiates), 29 nummi: Claudius II - Theodosius I (AD 381-383).","Casa-Museo Posada del Moro, Torrecampo, Spain"
France,1991,12789,BRAINS-SUR-LES-MARCHES,4370,276,282,47.887,-1.182,"4370 coins found in a cooking pot with graffiti (ME X): 4 denarii, 4366 antoniniani (radiates): Gordian III - Probus (AD 276-282)","Centre archéologique de la Mayenne, Jublains, France"
Slovenia,1878,3154,BELTINCI,28,258,259,46.608,16.237,28 antoniniani (radiates): Gordian III - Valerian I (AD 258-259); silver w8: 35.0g.,Dispersed.
Bulgaria,1965,10276,GOLYAMA VODA,220,143,144,43.571,26.827,"240 silver coins: 228 denarii, 2 drahms found in a ceramic vessel: Nero - Antoninus Pius (AD 143-144).","History Museum, Razgrad, Bulgaria; inv.no. IF, hoard 8"
UK,1870,15082,BENTWORTH,86,30,45,51.155458,-1.0576629,A hoard of 72-82 coins of Verica and 4-5 of Epaticcus. It difficult to establish exactly how many coins it may have contained.,NA
Belgium,1806,6142,AARTRIJKE,9,145,161,51.119,3.0889,8 aurei: Nero - Antoninus Pius: M. Aurelius (Caesar) (AD 140-161),"Collectio Vanhuerne (2 coins), in 1808"
Germany,1845,2950,GRASHEIM,6,217,218,48.67577,11.26032,During the drainage of a moor several small Roman coins were unearthed. The names of 6 emperors are menti1d. Some coins seem to be plated.,NA
Bulgaria,1915,3245,GABARE 1915,4062,251,253,43.312,23.914,"(c. 18 kg, 4062) 1590 silver coins denarii, antoniniani: Septimius Severus - Trebonianus Gallus (AD 251-253); silver w8: 5078.8-10559.8 g.",NA
Israel,1969,8044,HERODION 1969,19,69,70,31.665763639236,35.241577523009,The hoard comprised 19 bronze coins from the First Jewish Revolt (AD 67-68).,Israel Antiquities Authority
Belgium,1855,3720,HOWARDRIES 1855-1856,43,260,269,50.506,3.356,43 antoniniani: Gordian III - Postumus (AD 260-269); silver w8: 12.6-52.8 g.,"Town museum, Mons, Belgium"
Germany,2004,17218,ALT-INDEN,3,22,23,50.846113,6.357709,"A hoard comprising 3 bronze coins of Augustus and Tiberius next to metal scraps (?) (Metalhortfund), found in the north wing of the Roman villa rustica at the location of Alt-Inden (act. Tagebau Inden).",NA
Luxembourg,1983,12838,GIVENICH,26,195,195,49.748,6.479,26 sestertii: Trajan - Septimius Severus (AD 195).,André Schoellen
Turkey,2010,16252,PARIUM 2010 ODEION,249,408,423,40.424148,27.067945,"249 coins : 1 antoninianus (radiate), 248 nummi found in the Odeion's cavea: Quintillus/Aurelian (Divus Claudius II) - Theodosius II (AD 408 423). No traces of a container.",NA
France,1837,8608,NIVOLAS-VERMELLE,6,255,256,45.565,5.3,6 aurei: Hadrian - Valerian I (AD 255-256). The hoard comprises also gold and silver jewelry and tableware. Gold w8 aurei: 32.8-41.1 g; silver w8: 645.2 g,"Museum of the Romano-Gallic civilisation, Lyon; Museé des Beaux-Arts, Lyon"
Spain,1913,17969,SALVATERRA DE MIÑO,24,140,140,42.083330946478,-8.5002666801214,Hoard of 40 bronze coins found with a ceramic vessel. Only 24 coins were documented: Nero - Antoninus Pius (AD 140).,NA
Hungary,1960,3386,PILISSZÁNTÓ,115,249,251,47.6678,18.8879,115 antoniniani: Caracalla to Trajan Decius. Found in 2 separate but homogeneous groups. Silver: 115 coins; Silver w8: 145.1-297.6g,"Magyar Nemzeti Múzeum, Budapest, Hungary"
Germany,1951,17011,SALMÜNSTER,3,346,355,50.27574,9.36705,The 3 coins (2 Alexandrian tetradrachms and 1 late Roman nummus) are thought to have been found in a jar/pot at the end of 1951 during excavations on the premises of a garden. The jar has not been preserved and it has been doubted that this is actually a hoard.,NA
Italy,1998,5456,PAESTUM 1998,646,-12,-12,40.4213,15.0053,"646 denarii, Republican to after 12 BC.",NA
Bulgaria,1981,2702,GIGEN 1981,17,238,244,43.708,24.465,(Circa 20) 17 silver coins: Elagabalus - Gordian III (AD 238-244).,"Okrazen Istoriceski Muzej, Pleven, Bulgaria; inv.no. 1832 1-17"
UK,1858,1711,WYCHWOOD 1858,5,72,73,51.814883,-1.5807189,"4 Roman AE coins and 1 Iron Age silver unit, found in a barrow, in which were found human b1s as well.","Ashmolean Museum, Oxford"
Bulgaria,1972,3299,KRALEV DOL,61,249,251,42.562,23.094,"61 silver coins found in a Roman villa: 22 denarii, 39 antoniniani: Septimius Severus - Trajan Decius (AD 249-251); silver w8: 100.8-168.5 g.",NA
Libya,1930,4958,LEPTIS MAGNA - SHOP 1930 (HOARD 1458),2115,491,518,32.64,14.29,2115 nummi were discovered of which only 1671 survive: House of Theodosius - Anastasius (AD 491-518).,NA
Bulgaria,1910,12049,BORIMECHKOVO 1910,9,244,249,42.399,24.125,Unknown number of provincial bronze coins. 9 pieces entered the museum collection in Plovdiv: Septimius Severus - Philip I,"Museum, Plovdiv, Bulgaria; inv. no.153-161"
France,1979,3233,ÉPIAIS-RHUS,507,241,244,49.123,2.065,The hoard comprised 91 denarii and 416 sestertii from Nero to Gordian III (AD 241-244).,"Musée archéologique départemental de Guiry-en-Vexin, France"
Algeria,1930,4891,DJINET 1950-1959,55,284,293,36.8774,3.734,55 antoniniani (radiates) : Gallienus - Diocletian (AD 284-293).,Bordj Ménaïel
Israel,1980,7909,AKKO-PTOLEMAIS 1980,64,161,169,32.933,35.083,The hoard comprised 35 aurei (Nero-Lucius Verus) and 29 silver coins (Nero-Trajan).,NA
Germany,1962,2953,HEEREN,67,193,193,52.54275,11.88652,"A hoard of denarii, found in a field from 1962 until 2001. FMRD lists 67 coins (Trajan - Pertinax).",NA
Germany,1933,16650,REMBRECHTS,88,230,235,47.688,9.7385,"The hoard was discovered in 1933 by a farmer 100 m north of Rembrechts. 88 coins (mostly denarii, with some bronze coins, ranging from the Late Republic to Severus Alexander) were associated with jewellery. Most of the objects found with the coins were of silver.","Württembergisches Landesmuseum, Stuttgart"
Israel,2006,7814,NESHER-RAMLA 2006 A,4,-40,-37,31.932,34.873,"The hoard comprised 4 bronze coins of Mattathias Antigonus (40-37 BC). 'This small hoard consists of 4 bronze coins found accreted together, due to the corrosion that covered them' (Farhi and Melamed 2014, 110)",Israel Antiquities Authority (IAA 120481-120483)
UK,2000,15188,HALLATON ENTRANCEWAY 08,6,30,50,52.55626,-0.85094169,Hallaton: 14 hoards were located in and around the entrance way. Hoard 08 comprises 6 Iron Age coins.,Leicestershire County Council
Sweden,1842,15591,KAMS,290,193,194,57.761242,18.429608,"Originally circa 660 denarii, 290 coins were studied, 100 preserved: Titus - Septimius Severus (AD 193-194); silver w8: 270.19 g. (100 coins).","Swedish History Museum, Stockholm (inv.no. 1021)"
Germany,1923,4261,MAINZ 1923,22,348,361,49.996,8.2567,"22 nummi from the time of Constantine I and Constantius II found 1923 'Am Fort Josef', in front of the hospital.",Altertumsmuseum Mainz
Hungary,1914,7480,BARACS,100,253,259,46.886,18.878,+100 coins dating from Philip I to Valerian and Gallienus. No catalogue was made and no further information given about the composition of the hoard.,NA
UK,2012,15349,SWAFFHAM AREA 2012,4,20,50,52.694421,0.63251996,4 Iron Age East Anglian silver units (1 of which was a plated copy with a copper alloy core).,Norwich Castle Museum
Spain,1885,17521,VALVERDE DEL CAMINO 1885,200,-27,14,37.572281834556,-6.7536144185091,"200 denarii found with a glass vessel. Some of them, issues of Augustus.",NA
Bulgaria,1948,3796,MALUK PRESLAVETS,2668,270,275,44.064,26.848,2669 antoniniani (radiates): Gordian III - Aurelian (AD 270-275); silver w8: 721.6-3335.3 g.,"National Archaeological Institute with Museum, Sofia, Bulgaria; inv. no. CLVII"
Slovenia,1842,4556,TUNJICE,300,441,455,46.236,14.58,Around 300 solidi. Only 12 coins are documented: Honorius - Valentinian III (AD 441-455).,Dispersed
UK,2011,15336,STANSTED AREA,4,-175,-125,51.92159,0.16528068,"The find comprises 2 ""Gallo-Belgic"" Aa class 4 gold staters, 1 of which is slightly bent to the edge. Addendum of 1 stater 2011 and of a quarter stater in 2012. (PAS).",NA
UK,1982,14705,CAERLEON FORTRESS BATHS 1982,6,364,378,51.604952,-2.9544026,"A hoard of 6 nummi, comprising 4 FEL TEMP REPARATIO types of various sizes, 1 of Valens, and 1 possible Magnentian imitation, found in deposits overlying the natatio fountain house during consolidation works. The coins were fused together and could not be identified with any greater precision.","National Roman Legion Musuem, Caerleon"
Bulgaria,1960,3474,TETEVEN 1960,1140,253,268,42.918,24.265,"(1500) 1140 silver coins: 463 denarii, 677 antoniniani: Vespasian - Valerian I/Gallienus (AD 253-268); silver w8: 1639.0-3601.0 g.","History Museum, Teteven, Bulgaria (1288 coins)"
Italy,1845,13957,ESTE 1845,56,44,44,45.2275,11.6572,"56 gold and silver coins., 15 coins were recovered: Augustus, Tiberius, Gaius and Claudius I (AD 44).","Kunsthistorisches Museum, Wien, Austria (14 coins, in 1845)."
France,1942,3835,NOYERS-SUR-SEREIN,437,260,269,47.695862,3.994059,"A hoard 437 coins (?), composed of 1 denarius (Maximinus) and 436 antoniniani (325: Julia Domna - Gallienus; 111: Gallic empire) to AD 263, found in excavations conducted by the curé M. Duchâtel in Noyers. Note that the catalogue only lists 324 antonininiani for the period Julia Domna - Gallienus and 109 for the Gallic Empire (i.e. 434 coins in total, and not 437).",Cabinet des Médailles
France,1931,3192,CEYZÉRIAT,209,259,260,46.179,5.322,The hoard was found in a coarseware vessel which was broken. It comprised a block of Roman silver and bronze coins which had been stuck together with corrosion products. Hobbs estimates a silver w8 of 249.6-505.0 g.,NA
Bulgaria,1971,12439,ABRITUS 1971,835,484,488,43.521,26.552,A hoard of approximate 835 gold coins with the latest issue being a coin of Leontius dating to AD 484 to 488. Hobbs estimates a precious metal w8 of approximately 3715.75g.,NA
UK,1927,1376,CAERLEON PRYSG BARRACK 7,297,177,180,51.604834,-2.9688399,"295 denarii and 2 sestertii (Mark Antony to Commodus) found on the latest floor level of Room 37. The coins were corroded together and no trace of a container was recovered. It is possible that 6 denarii presented to the British Museum in January 1930 by the Caerleon Excavation Committee may have come from this hoard (BM Register of Coin Accessions, Jan. 1930: Vespasian, 1; Hadrian, 3; Antoninus Pius, 1; Commodus, 1).","National Roman Legion Museum, Caerleon (part)"
France,1978,8550,TAIN - L'HERMITAGE 1978,43,318,318,45.0709,4.8426,"43 nummi; Licinius I - Constantine I (AD 318). Mints: 2 Londinium, 41 Arelate",NA
Croatia,1839,6957,POŽEGA 1839 - NEAR,93,276,282,45.331,17.674,The hoard comprised 93 antoniniani (radiates) from Valerian I and Gallienus to Probus with a tpq of AD 282.,"Franciscan monastery, Požega"
UK,1781,15228,LENHAM HEATH,4,-70,-50,51.208264,0.73299559,"Apparently a large hoard of Iron Age potin coins, of which only the 4 coins in the British Museum are preserved.",British Museum (part)
Germany,1832,17106,VARDINGHOLT,16,215,215,51.864286,6.735496,"A hoard of 16 denarii (Vespasian - Caracalla), found in 1832, approx. 20 min from the so-called st1 bridge between Rhede and Borken, on a field in Vardingholt. The coins were sold in 1843 at auction in Münster.",NA
Bulgaria,1956,12169,GAVRAILOVO,7,238,244,42.6448,26.1802,Unknown number of silver and bronze coins. 2 dupondii of Domitian and 5 antoniniani of Gordian III are known.,NA
UK,1852,1535,WORLE CAMP,241,393,402,51.352868,-2.9922352,"In 1852, during the excavation of the Iron Age settlement of Worle Camp, a hoard of 3 antoniniani and 238 small bronze coins ranging up to Arcadius and Honorius, with a high percentage of barbarous radiates (77 coins) was found.",Somerset County Museum (part); Weston-super-Mare Museum (part)
Netherlands,1903,9941,LIONS,2,435,445,53.152,5.679,"2 gold coins of Valentinian III: 1 solidus, 1 half solidus (semissis) (AD 435-445).","Frisian Museum, Leeuwarden (FML 349) in private collection"
Belgium,1819,3575,BEEZ,5000,271,274,50.468,4.922,(5000+) 14 antoniniani (radiates): Gallienus - Tetricus I (AD 271-274),"Archaeological Museum, Namur, Belgium (13 coins)"
France,1999,12800,MONT SOUVANCE,104,-19,-18,47.302,6.219,"104 denarii: 99 republican, 5 of Augustus (AD 19-18 BC).",NA
Romania,1997,9618,SILISTRA-OSTROV 1,6,244,247,44.113,27.317,"6 silver coins: 3 denarii, 3 antoniniani: Septimius Severus - Philip I (AD 244-247) found during excavations","Muzeul Dunării de Jos, Călărași, Romania; inv.nos. 45361-45365, 52259"
